common_name,scientific_name,kingdom,phylum,class,order,family,genus,mass_g,wild_yr,captive_yr,colonial,quality,note
Horned Grebe,Podiceps auritus,Animalia,Chordata,Aves,Podicipediformes,Podicipedidae,Podiceps,420.583,13,,no,B,
Great crested grebe,Podiceps cristatus,Animalia,Chordata,Aves,Podicipediformes,Podicipedidae,Podiceps,738.7,19.2,,no,B,
Red-necked grebe,Podiceps grisegena,Animalia,Chordata,Aves,Podicipediformes,Podicipedidae,Podiceps,1100,11,,no,C,
Eared grebe,Podiceps nigricollis,Animalia,Chordata,Aves,Podicipediformes,Podicipedidae,Podiceps,392,13.1,,no,B,
Black-capped chickadee,Poecile atricapillus,Animalia,Chordata,Aves,Passeriformes,Paridae,Poecile,11,12,,no,B,
Carolina chickadee,Poecile carolinensis,Animalia,Chordata,Aves,Passeriformes,Paridae,Poecile,10.25,10.9,,no,B,
"Siberian tit, or Gray-headed chickadee",Poecile cinctus,Animalia,Chordata,Aves,Passeriformes,Paridae,Poecile,12.5,9,,no,B,
Mountain chickadee,Poecile gambeli,Animalia,Chordata,Aves,Passeriformes,Paridae,Poecile,11.5,10.1,,no,B,
Boreal chickadee,Poecile hudsonicus,Animalia,Chordata,Aves,Passeriformes,Paridae,Poecile,10,7,,no,B,
Black-bibbed Tit,Poecile hypermelaenus,Animalia,Chordata,Aves,Passeriformes,Paridae,Poecile,11.35,11.9167,,no,B,
Willow tit,Poecile montanus,Animalia,Chordata,Aves,Passeriformes,Paridae,Poecile,11.1,11.3,,no,B,
Marsh tit,Poecile palustris,Animalia,Chordata,Aves,Passeriformes,Paridae,Poecile,11.2,13.2,,no,B,
Chestnut-backed chickadee,Poecile rufescens,Animalia,Chordata,Aves,Passeriformes,Paridae,Poecile,9.8,9.5,,no,B,
Mexican chickadee,Poecile sclateri,Animalia,Chordata,Aves,Passeriformes,Paridae,Poecile,11,10.1,,no,B,
Sichuan Tit,Poecile weigoldicus,Animalia,Chordata,Aves,Passeriformes,Paridae,Poecile,11.2,11.3333,,no,B,
White-browed robin,Poecilodryas superciliosa,Animalia,Chordata,Aves,Passeriformes,Petroicidae,Poecilodryas,19.9,9,,no,B,
Long-tailed finch,Poephila acuticauda,Animalia,Chordata,Aves,Passeriformes,Estrildidae,Poephila,14,6,,no,B,
Masked finch,Poephila personata,Animalia,Chordata,Aves,Passeriformes,Estrildidae,Poephila,13.375,6.9,,no,B,
Niam-niam Parrot,Poicephalus crassus,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Poicephalus,139.5,32.1,,no,B,
Brown-headed parrot,Poicephalus cryptoxanthus,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Poicephalus,140,,32.1,no,B,
Brown-necked Parrot,Poicephalus fuscicollis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Poicephalus,320,29.7,,no,B,
Red-fronted parrot,Poicephalus gulielmi,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Poicephalus,275,,21,no,B,
Brown parrot,Poicephalus meyeri,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Poicephalus,117.5,,34.2,no,B,
"Cape parrot, or Brown-necked parrot",Poicephalus robustus,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Poicephalus,344,,29.7,no,B,
Ruppel's parrot,Poicephalus rueppellii,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Poicephalus,116,,34.3,no,B,
Red-bellied parrot,Poicephalus rufiventris,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Poicephalus,120,,33.4,no,B,
Senegal parrot,Poicephalus senegalus,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Poicephalus,155,,40,no,B,
Martial Eagle,Polemaetus bellicosus,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Polemaetus,4706.75,25,,no,B,
Pygmy Falcon,Polihierax semitorquatus,Animalia,Chordata,Aves,Falconiformes,Falconidae,Polihierax,61.025,20,,no,B,
Blue-grey gnatcatcher,Polioptila caerulea,Animalia,Chordata,Aves,Passeriformes,Polioptilidae,Polioptila,6.5,4.2,,no,B,
California gnatcatcher,Polioptila californica,Animalia,Chordata,Aves,Passeriformes,Polioptilidae,Polioptila,6,8,,no,B,
Palawan peacock-pheasant,Polyplectron napoleonis,Animalia,Chordata,Aves,Galliformes,Phasianidae,Polyplectron,550,15,,no,B,
Steller's eider,Polysticta stelleri,Animalia,Chordata,Aves,Anseriformes,Anatidae,Polysticta,907.2,23,,no,B,
Alexandra's parrot,Polytelis alexandrae,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Polytelis,104,,23.9,no,B,
Regent parrot,Polytelis anthopeplus,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Polytelis,170,,13.8,no,B,
Superb parrot,Polytelis swainsonii,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Polytelis,153,,15.1,no,B,
Hall's babbler,Pomatostomus halli,Animalia,Chordata,Aves,Passeriformes,Pomatostomidae,Pomatostomus,41.8,3.9,,no,C,
Chestnut-crowned babbler,Pomatostomus ruficeps,Animalia,Chordata,Aves,Passeriformes,Pomatostomidae,Pomatostomus,57.8,8.3,,no,B,
White-browed babbler,Pomatostomus superciliosus,Animalia,Chordata,Aves,Passeriformes,Pomatostomidae,Pomatostomus,43.2,14.4,,no,B,
Grey-crowned babbler,Pomatostomus temporalis,Animalia,Chordata,Aves,Passeriformes,Pomatostomidae,Pomatostomus,71,13.3,,no,B,
Vesper sparrow,Pooecetes gramineus,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Pooecetes,25.7,7.9,,no,B,
Takahe,Porphyrio hochstetteri,Animalia,Chordata,Aves,Gruiformes,Rallidae,Porphyrio,2472.75,12,,no,B,
African Swamphen,Porphyrio madagascariensis,Animalia,Chordata,Aves,Gruiformes,Rallidae,Porphyrio,1014,22,,no,B,
Mohoau,Porphyrio mantelli,Animalia,Chordata,Aves,Gruiformes,Rallidae,Porphyrio,2475,12,,no,B,
Purple Gallinule,Porphyrio martinicus,Animalia,Chordata,Aves,Gruiformes,Rallidae,Porphyrio,236,7.33333,,no,B,
Purple swamphen,Porphyrio porphyrio,Animalia,Chordata,Aves,Gruiformes,Rallidae,Porphyrio,850,8.4,,no,B,
Little Crake,Porzana parva,Animalia,Chordata,Aves,Gruiformes,Rallidae,Porzana,54.75,6,,no,B,
Spotted Crake,Porzana porzana,Animalia,Chordata,Aves,Gruiformes,Rallidae,Porzana,87.1,7.16667,,no,B,
Blue-winged macaw,Primolius maracana,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Primolius,256,,31,no,B,
Palm cockatoo,Probosciger aterrimus,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Probosciger,841,,56.3,no,B,
White-chinned Petrel,Procellaria aequinoctialis,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Procellaria,1300,30,,no,B,
Spectacled Petrel,Procellaria conspicillata,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Procellaria,1300,30,,no,B,
Black petrel,Procellaria parkinsoni,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Procellaria,702.5,17,,no,B,
Grey Noddy,Procelsterna albivitta,Animalia,Chordata,Aves,Charadriiformes,Laridae,Procelsterna,53,15,,no,B,
Blue-gray noddy,Procelsterna cerulea,Animalia,Chordata,Aves,Charadriiformes,Laridae,Procelsterna,53,15,,no,B,
Purple martin,Progne subis,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Progne,45,13.8,,no,B,
Masked shining parrot,Prosopeia personata,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Prosopeia,40.3,,11.8,no,B,
Crimson shining parrot,Prosopeia splendens,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Prosopeia,237.25,,20.1,no,B,
Prothonotary warbler,Protonotaria citrea,Animalia,Chordata,Aves,Passeriformes,Parulidae,Protonotaria,14.3,8.1,,no,B,
Alpine accentor,Prunella collaris,Animalia,Chordata,Aves,Passeriformes,Prunellidae,Prunella,39.775,7.7,,no,C,
Hedge sparrow,Prunella modularis,Animalia,Chordata,Aves,Passeriformes,Prunellidae,Prunella,20.2,20.8,,no,B,
Bushtit,Psaltriparus minimus,Animalia,Chordata,Aves,Passeriformes,Aegithalidae,Psaltriparus,5.3,9.1,,no,B,
Hooded parrot,Psephotus dissimilis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Psephotus,55,,18,no,B,
Red-rumped parrot,Psephotus haematonotus,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Psephotus,61.4,,12.2,no,B,
Mulga parrot,Psephotus varius,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Psephotus,61.5,,11.8,no,B,
Dusky lory,Pseudeos fuscata,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Pseudeos,149,,13.4,no,B,
White-shouldered Ibis,Pseudibis davisoni,Animalia,Chordata,Aves,Pelecaniformes,Threskiornithidae,Pseudibis,1588,30,,no,B,
Black ibis,Pseudibis papillosa,Animalia,Chordata,Aves,Pelecaniformes,Threskiornithidae,Pseudibis,823,,30,no,B,
Grey-hooded parakeet,Psilopsiagon aymara,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Psilopsiagon,30,,8.5,no,B,
Flammulated Owl,Psiloscops flammeolus,Animalia,Chordata,Aves,Strigiformes,Strigidae,Psiloscops,55.75,9,,no,B,
Socorro Parakeet,Psittacara brevipes,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Psittacara,177,22.5,,no,B,
Red-masked Parakeet,Psittacara erythrogenys,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Psittacara,151,26.2,,no,B,
Green Parakeet,Psittacara holochlorus,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Psittacara,138,22.5,,no,B,
Red-throated Parakeet,Psittacara rubritorquis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Psittacara,158.045,22.5,,no,B,
Pacific Parakeet,Psittacara strenuus,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Psittacara,178.09,22.5,,no,B,
Red-breasted parakeet,Psittacula alexandri,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Psittacula,147,,23.3,no,B,
Plum-headed parakeet,Psittacula cyanocephala,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Psittacula,66,,18.8,no,C,
Echo Parakeet,Psittacula eques,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Psittacula,128,34,,no,B,
Alexandrine parakeet,Psittacula eupatria,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Psittacula,255,,30,no,B,
Rose-ringed parakeet,Psittacula krameri,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Psittacula,128,,34,no,B,
Blossom-headed Parakeet,Psittacula roseata,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Psittacula,66,18.8,,no,B,
Seychelles Parakeet,Psittacula wardi,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Psittacula,239,30,,no,B,
Large fig parrot,Psittaculirostris desmarestii,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Psittaculirostris,117,,14.9,no,B,
Edward's fig parrot,Psittaculirostris edwardsii,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Psittaculirostris,118,,12,no,B,
Salvadori's fig parrot,Psittaculirostris salvadorii,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Psittaculirostris,118,,12,no,B,
Grey parrot,Psittacus erithacus,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Psittacus,400,23,60,no,A,
Blue-rumped parrot,Psittinus cyanurus,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Psittinus,60.5,,10.2,no,C,
Grey-headed Parrotbill,Psittiparus gularis,Animalia,Chordata,Aves,Passeriformes,Sylviidae,Psittiparus,29,5.75,,no,B,
Black-headed Parrotbill,Psittiparus margaritae,Animalia,Chordata,Aves,Passeriformes,Sylviidae,Psittiparus,29,5.75,,no,B,
Pesquet's parrot,Psittrichas fulgidus,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Psittrichas,865,,25,no,B,
Eastern whipbird,Psophodes olivaceus,Animalia,Chordata,Aves,Passeriformes,Psophodidae,Psophodes,68,12.3,,no,B,
Phoenix petrel,Pterodroma alba,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Pterodroma,259,11.3,,no,B,
Trindade petrel,Pterodroma arminjoniana,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Pterodroma,383.75,21.8,,no,B,
Collared Petrel,Pterodroma brevipes,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Pterodroma,147.5,32.7,,no,B,
"Bonin petrel, or Bonin Island petrel",Pterodroma hypoleuca,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Pterodroma,168.6,30.8,,no,B,
Gould's petrel,Pterodroma leucoptera,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Pterodroma,147.5,32.7,,no,B,
Great-winged petrel,Pterodroma macroptera,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Pterodroma,578.5,14.9,,no,B,
Kermadec Petrel,Pterodroma neglecta,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Pterodroma,490.5,6.16667,,no,B,
Galapagos Petrel,Pterodroma phaeopygia,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Pterodroma,425,35,,no,B,
Hawaiian petrel,Pterodroma sandwichensis,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Pterodroma,434,13.1,,no,B,
Providence petrel,Pterodroma solandri,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Pterodroma,471,16.6,,no,B,
Satin bowerbird,Ptilonorhynchus violaceus,Animalia,Chordata,Aves,Passeriformes,Ptilonorhynchidae,Ptilonorhynchus,213,25.1,,no,B,
Magnificent riflebird,Ptiloris magnificus,Animalia,Chordata,Aves,Passeriformes,Paradisaeidae,Ptiloris,161,12,,no,B,
Victoria's riflebird,Ptiloris victoriae,Animalia,Chordata,Aves,Passeriformes,Paradisaeidae,Ptiloris,86.5,8.9,,no,B,
Yellow-tinted Honeyeater,Ptilotula flavescens,Animalia,Chordata,Aves,Passeriformes,Meliphagidae,Ptilotula,12.7,13.25,,no,B,
Fuscous Honeyeater,Ptilotula fusca,Animalia,Chordata,Aves,Passeriformes,Meliphagidae,Ptilotula,17.775,13.25,,no,B,
Yellow-plumed Honeyeater,Ptilotula ornata,Animalia,Chordata,Aves,Passeriformes,Meliphagidae,Ptilotula,17.275,8.08333,,no,B,
White-plumed Honeyeater,Ptilotula penicillata,Animalia,Chordata,Aves,Passeriformes,Meliphagidae,Ptilotula,19.175,10.75,,no,B,
Cassin's auklet,Ptychoramphus aleuticus,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Ptychoramphus,184,16.2,,no,B,
Little Shearwater,Puffinus assimilis,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,226,5.83333,,no,B,
Townsend's Shearwater,Puffinus auricularis,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,419.833,50.9167,,no,B,
Tropical Shearwater,Puffinus bailloni,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,194,19,,no,B,
Bannerman's Shearwater,Puffinus bannermani,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,194,19,,no,B,
Barolo Shearwater,Puffinus baroli,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,194,19,,no,B,
Boyd's Shearwater,Puffinus boydi,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,194,19,,no,B,
Buller's Shearwater,Puffinus bulleri,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,380,8.08333,,no,B,
Flesh-footed shearwater,Puffinus carneipes,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,690,30.2,,no,B,
Great Shearwater,Puffinus gravis,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,849,7.1,,no,B,
Sooty shearwater,Puffinus griseus,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,740,34,,no,B,
Heinroth's Shearwater,Puffinus heinrothi,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,169,19,,no,B,
Audubon's Shearwater,Puffinus lherminieri,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,169,19,,no,B,
Balearic Shearwater,Puffinus mauretanicus,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,450,50.9167,,no,B,
Christmas Shearwater,Puffinus nativitatis,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,354,22.8,,no,B,
Newell's Shearwater,Puffinus newelli,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,391,50.9167,,no,B,
Black-vented Shearwater,Puffinus opisthomelas,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,438.5,50.9167,,no,B,
Wedge-tailed shearwater,Puffinus pacificus,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,337.8,29,,no,B,
Persian Shearwater,Puffinus persicus,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,194.5,19,,no,B,
Manx shearwater,Puffinus puffinus,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,420,55,,no,A,
Galapagos Shearwater,Puffinus subalaris,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,169,19,,no,B,
Short-tailed shearwater,Puffinus tenuirostris,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,499.4,39.9,,no,B,
Yelkouan Shearwater,Puffinus yelkouan,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,439,50.9167,,no,B,
Spectacled owl,Pulsatrix perspicillata,Animalia,Chordata,Aves,Strigiformes,Strigidae,Pulsatrix,770,,25,no,B,
Red-capped parrot,Purpureicephalus spurius,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Purpureicephalus,116,,15.3,no,B,
Common Bulbul,Pycnonotus barbatus,Animalia,Chordata,Aves,Passeriformes,Pycnonotidae,Pycnonotus,34.4667,9.91667,,no,B,
Red-vented Bulbul,Pycnonotus cafer,Animalia,Chordata,Aves,Passeriformes,Pycnonotidae,Pycnonotus,41.25,9.91667,,no,B,
Dodson's Bulbul,Pycnonotus dodsoni,Animalia,Chordata,Aves,Passeriformes,Pycnonotidae,Pycnonotus,34.4667,9.91667,,no,B,
Yellow-vented Bulbul,Pycnonotus goiavier,Animalia,Chordata,Aves,Passeriformes,Pycnonotidae,Pycnonotus,27.8,11.1667,,no,B,
Red-whiskered bulbul,Pycnonotus jocosus,Animalia,Chordata,Aves,Passeriformes,Pycnonotidae,Pycnonotus,27.7,11.1,,no,B,
Somali Bulbul,Pycnonotus somaliensis,Animalia,Chordata,Aves,Passeriformes,Pycnonotidae,Pycnonotus,34.4667,9.91667,,no,B,
Dark-capped Bulbul,Pycnonotus tricolor,Animalia,Chordata,Aves,Passeriformes,Pycnonotidae,Pycnonotus,34.4667,9.91667,,no,B,
Yellow-wattled Bulbul,Pycnonotus urostictus,Animalia,Chordata,Aves,Passeriformes,Pycnonotidae,Pycnonotus,24.95,12,,no,B,
White-spectacled bulbul,Pycnonotus xanthopygos,Animalia,Chordata,Aves,Passeriformes,Pycnonotidae,Pycnonotus,38.1,8.8,,no,B,
Pilotbird,Pycnoptilus floccosus,Animalia,Chordata,Aves,Passeriformes,Acanthizidae,Pycnoptilus,31.4,6.5,,no,B,
Adelie penguin,Pygoscelis adeliae,Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,Pygoscelis,4500,20,25,no,B,
Gentoo penguin,Pygoscelis papua,Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,Pygoscelis,5950,,41,no,B,
Vermilion flycatcher,Pyrocephalus rubinus,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Pyrocephalus,12.87,5.5,,no,B,
Alpine chough,Pyrrhocorax graculus,Animalia,Chordata,Aves,Passeriformes,Corvidae,Pyrrhocorax,211.5,24.4,,no,B,
Red-billed chough,Pyrrhocorax pyrrhocorax,Animalia,Chordata,Aves,Passeriformes,Corvidae,Pyrrhocorax,277.8,,20.3,no,B,
Redthroat,Pyrrholaemus brunneus,Animalia,Chordata,Aves,Passeriformes,Acanthizidae,Pyrrholaemus,12.5,9,,no,B,
Azores Bullfinch,Pyrrhula murina,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Pyrrhula,27,17.5,,no,B,
Eurasian bullfinch,Pyrrhula pyrrhula,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Pyrrhula,24.4,17.5,,no,B,
Venezuelan Parakeet,Pyrrhura emma,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Pyrrhura,62.1,18.5,,no,B,
Grey-breasted Parakeet,Pyrrhura griseipectus,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Pyrrhura,56.7,18.5,,no,B,
Pearly Parakeet,Pyrrhura lepida,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Pyrrhura,84.63,14.3,,no,B,
White-eared conure,Pyrrhura leucotis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Pyrrhura,56.7,,18.5,no,B,
Crimson-bellied parakeet,Pyrrhura perlata,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Pyrrhura,87,,14.3,no,B,
Pfrimer's Parakeet,Pyrrhura pfrimeri,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Pyrrhura,56.7,18.5,,no,B,
Red-billed quelea,Quelea quelea,Animalia,Chordata,Aves,Passeriformes,Ploceidae,Quelea,17.5,10,,no,B,
Boat-tailed grackle,Quiscalus major,Animalia,Chordata,Aves,Passeriformes,Icteridae,Quiscalus,152.6,13.9,,no,C,
Great-tailed grackle,Quiscalus mexicanus,Animalia,Chordata,Aves,Passeriformes,Icteridae,Quiscalus,168.7,12.5,,no,C,
Common grackle,Quiscalus quiscula,Animalia,Chordata,Aves,Passeriformes,Icteridae,Quiscalus,111,23.1,,no,B,
Water rail,Rallus aquaticus,Animalia,Chordata,Aves,Gruiformes,Rallidae,Rallus,111.5,8.9,,no,B,
Brown-cheeked Rail,Rallus indicus,Animalia,Chordata,Aves,Gruiformes,Rallidae,Rallus,115.5,8.91667,,no,B,
Clapper rail,Rallus longirostris,Animalia,Chordata,Aves,Gruiformes,Rallidae,Rallus,308,7.5,,no,B,
Toco toucan,Ramphastos toco,Animalia,Chordata,Aves,Piciformes,Ramphastidae,Ramphastos,600,20,26,no,B,
Silver-beaked Tanager,Ramphocelus carbo,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Ramphocelus,27.6875,9,,no,B,
American Avocet,Recurvirostra americana,Animalia,Chordata,Aves,Charadriiformes,Recurvirostridae,Recurvirostra,309.25,15,,no,B,
Pied avocet,Recurvirostra avosetta,Animalia,Chordata,Aves,Charadriiformes,Recurvirostridae,Recurvirostra,304,27.8,,no,B,
Ruby-crowned kinglet,Regulus calendula,Animalia,Chordata,Aves,Passeriformes,Regulidae,Regulus,6.75,5.6,,no,B,
Goldcrest,Regulus regulus,Animalia,Chordata,Aves,Passeriformes,Regulidae,Regulus,5.6,7,,no,B,
Golden-crowned kinglet,Regulus satrapa,Animalia,Chordata,Aves,Passeriformes,Regulidae,Regulus,5.5,6.3,,no,B,
Chinese Penduline Tit,Remiz consobrinus,Animalia,Chordata,Aves,Passeriformes,Remizidae,Remiz,9.3,7,,no,B,
White-crowned Penduline Tit,Remiz coronatus,Animalia,Chordata,Aves,Passeriformes,Remizidae,Remiz,9.15,7,,no,B,
Black-headed Penduline Tit,Remiz macronyx,Animalia,Chordata,Aves,Passeriformes,Remizidae,Remiz,9.3,7,,no,B,
Eurasian penduline-tit,Remiz pendulinus,Animalia,Chordata,Aves,Passeriformes,Remizidae,Remiz,9.3,7.2,,no,B,
Greater rhea,Rhea americana,Animalia,Chordata,Aves,Rheiformes,Rheidae,Rhea,25000,15,30,no,B,
Willie wagtail,Rhipidura leucophrys,Animalia,Chordata,Aves,Passeriformes,Rhipiduridae,Rhipidura,27,9.4,,no,B,
Rufous fantail,Rhipidura rufifrons,Animalia,Chordata,Aves,Passeriformes,Rhipiduridae,Rhipidura,10.2,9.1,,no,B,
Thick-billed parrot,Rhynchopsitta pachyrhyncha,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Rhynchopsitta,360,,33,no,B,
Pale Martin,Riparia diluta,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Riparia,13.4,10,,no,B,
Bank swallow,Riparia riparia,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Riparia,12.7,10.1,,no,B,
Red-legged kittiwake,Rissa brevirostris,Animalia,Chordata,Aves,Charadriiformes,Laridae,Rissa,377,27,,no,B,
Black-legged kittiwake,Rissa tridactyla,Animalia,Chordata,Aves,Charadriiformes,Laridae,Rissa,317,28.5,,no,B,
Snail kite,Rostrhamus sociabilis,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Rostrhamus,352.5,17,,no,B,
Guianan cock-of-the-rock,Rupicola rupicola,Animalia,Chordata,Aves,Passeriformes,Cotingidae,Rupicola,195,,7,no,B,
Black skimmer,Rynchops niger,Animalia,Chordata,Aves,Charadriiformes,Laridae,Rynchops,315,20.2,,no,B,
Secretarybird,Sagittarius serpentarius,Animalia,Chordata,Aves,Accipitriformes,Sagittariidae,Sagittarius,3900,18.6,,no,B,
King vulture,Sarcoramphus papa,Animalia,Chordata,Aves,Accipitriformes,Cathartidae,Sarcoramphus,3405,,40,no,B,
Puerto Rican lizard cuckoo,Saurothera vieilloti,Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Saurothera,81.9,7.6,,no,B,
Siberian Stonechat,Saxicola maurus,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Saxicola,14.7,8.83333,,no,B,
Whinchat,Saxicola rubetra,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Saxicola,16.6,6.9,,no,B,
European Stonechat,Saxicola rubicola,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Saxicola,14.5,8.83333,,no,B,
Madagascan Stonechat,Saxicola sibilla,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Saxicola,14.7,8.83333,,no,B,
Stejneger's Stonechat,Saxicola stejnegeri,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Saxicola,14.7,8.83333,,no,B,
Reunion Stonechat,Saxicola tectes,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Saxicola,12.875,8.83333,,no,B,
Common stonechat and stonechat,Saxicola torquatus,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Saxicola,10.3,8.8,,no,B,
Black phoebe,Sayornis nigricans,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Sayornis,18.25,8,,no,B,
Eastern phoebe,Sayornis phoebe,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Sayornis,19.7,10.3,,no,B,
Say's Phoebe,Sayornis saya,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Sayornis,21,5,,no,B,
Tooth-billed bowerbird,Scenopoeetes dentirostris,Animalia,Chordata,Aves,Passeriformes,Ptilonorhynchidae,Scenopoeetes,167.25,22,,no,B,
American woodcock,Scolopax minor,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Scolopax,197.5,20.9,,no,B,
Amami Woodcock,Scolopax mira,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Scolopax,312.5,20.75,,no,B,
Eurasian woodcock,Scolopax rusticola,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Scolopax,308.3,15.5,,no,B,
Channel-billed cuckoo,Scythrops novaehollandiae,Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Scythrops,684.1,7.3,,no,B,
